iso_name,var_name,site_directed,gisaid_id,genbank_accn,sra_accn,expandable
NB16_CAMB-1B19D5,C.35,FALSE,NULL,NULL,SRR13180181,TRUE
NB23_CAMB-1B4FB2,NULL,FALSE,NULL,NULL,SRR13180180,TRUE
NB01_CAMB-1B5124,NULL,FALSE,NULL,NULL,SRR13180169,TRUE
NB08_CAMB-1B529A,NULL,FALSE,NULL,NULL,SRR13180165,TRUE
NB13_CAMB-1B54A3,NULL,FALSE,NULL,NULL,SRR13180164,TRUE
NB10_CAMB-1B5643,NULL,FALSE,NULL,NULL,SRR13180163,TRUE
NB08_CAMB-1B5467,NULL,FALSE,NULL,NULL,SRR13180162,TRUE
NB11_CAMB-1B5616,NULL,FALSE,NULL,NULL,SRR13180161,TRUE
NB14_CAMB-1B5607,NULL,FALSE,NULL,NULL,SRR13180160,TRUE
NB05_CAMB-1B55FB,NULL,FALSE,NULL,NULL,SRR13180159,TRUE
NB06_CAMB-1B55CE,NULL,FALSE,NULL,NULL,SRR13180179,TRUE
NB07_CAMB-1B5A29,NULL,FALSE,NULL,NULL,SRR13180178,TRUE
NB01_CAMB-1B5ADE,NULL,FALSE,NULL,NULL,SRR13180177,TRUE
NB16_CAMB-1B5BAE,NULL,FALSE,NULL,NULL,SRR13180176,TRUE
NB02_CAMB-1B5BCC,NULL,FALSE,NULL,NULL,SRR13180174,TRUE
NB01_CAMB-1B5BDB,NULL,FALSE,NULL,NULL,SRR13180173,TRUE
NB09_CAMB-1B5C50,NULL,FALSE,NULL,NULL,SRR13180172,TRUE
NB13_CAMB-1B5CE7,NULL,FALSE,NULL,NULL,SRR13180170,TRUE
NB16_CAMB-1B5C9C,NULL,FALSE,NULL,NULL,SRR13180166,TRUE
